completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
268.0,0,0,12,105,105,585,645,599,647,597,645,2,2
369.0,1,184,183,-105,105,375,645,577,658,558,645,19,13
351.0,2,19,12,105,-105,585,435,599,437,597,435,2,2
536.0,3,229,262,-105,105,375,645,595,647,637,645,-42,2
515.0,4,142,119,-105,105,375,645,506,648,494,645,12,3
266.0,5,5,12,105,105,585,645,599,646,597,645,2,1
618.0,6,301,462,-105,105,375,645,772,652,837,645,-65,7
517.0,7,137,119,105,-105,585,435,759,432,704,435,55,-3
334.0,8,132,119,105,-105,585,435,714,437,704,435,10,2
366.0,9,63,33,-105,105,375,645,407,646,408,645,-1,1
432.0,10,30,12,-105,-105,375,435,392,436,387,435,5,1
700.0,11,93,69,105,-105,585,435,643,436,654,435,-11,1
450.0,12,12,12,105,-105,585,435,602,436,597,435,5,1
451.0,13,13,12,105,-105,585,435,597,437,597,435,0,2
600.0,14,203,262,105,105,585,645,854,653,847,645,7,8
417.0,15,95,69,105,-105,585,435,655,433,654,435,1,-2
676.0,16,179,183,105,-105,585,435,798,450,768,435,30,15
586.0,17,293,462,105,-105,585,435,1043,433,1047,435,-4,-2
266.0,18,35,12,-105,-105,375,435,389,435,387,435,2,0
283.0,19,107,69,-105,105,375,645,471,646,444,645,27,1
618.0,20,295,462,105,-105,585,435,985,416,1047,435,-62,-19
400.0,21,21,12,-105,105,375,645,383,648,387,645,-4,3
468.0,22,80,69,105,105,585,645,650,643,654,645,-4,-2
267.0,23,23,12,-105,105,375,645,391,646,387,645,4,1
401.0,24,24,12,-105,105,375,645,389,644,387,645,2,-1
451.0,25,202,262,105,105,585,645,868,637,847,645,21,-8
370.0,26,26,12,-105,105,375,645,385,645,387,645,-2,0
385.0,27,128,119,105,105,585,645,703,648,704,645,-1,3
851.0,28,187,183,-105,105,375,645,554,646,558,645,-4,1
384.0,29,29,12,-105,105,375,645,386,646,387,645,-1,1
384.0,30,55,33,105,-105,585,435,624,435,618,435,6,0
685.0,31,156,119,-105,-105,375,435,485,431,494,435,-9,-4
334.0,32,167,183,105,105,585,645,777,654,768,645,9,9
666.0,33,336,583,105,-105,585,435,1131,413,1168,435,-37,-22
683.0,34,284,462,105,105,585,645,1009,652,1047,645,-38,7
650.0,35,282,462,105,105,585,645,1138,638,1047,645,91,-7
833.0,36,256,355,105,-105,585,435,948,414,940,435,8,-21
767.0,37,352,583,-105,-105,375,435,894,457,958,435,-64,22
667.0,38,264,355,-105,105,375,645,688,629,730,645,-42,-16
782.0,39,320,583,105,105,585,645,1260,638,1168,645,92,-7
632.0,40,169,183,105,105,585,645,741,642,768,645,-27,-3
617.0,41,318,462,-105,-105,375,435,783,432,837,435,-54,-3
567.0,42,112,69,-105,-105,375,435,447,424,444,435,3,-11
600.0,43,99,69,105,-105,585,435,687,436,654,435,33,1
216.0,44,44,33,105,105,585,645,621,648,618,645,3,3
500.0,45,316,462,-105,-105,375,435,824,410,837,435,-13,-25
567.0,46,144,119,-105,105,375,645,526,647,494,645,32,2
417.0,47,234,262,-105,-105,375,435,629,434,637,435,-8,-1
300.0,48,48,33,105,105,585,645,625,651,618,645,7,6
300.0,49,286,462,105,105,585,645,962,638,1047,645,-85,-7
283.0,50,66,33,-105,105,375,645,419,644,408,645,11,-1
466.0,51,160,183,105,105,585,645,771,645,768,645,3,0
785.0,52,162,183,105,105,585,645,743,646,768,645,-25,1
