completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
333.0,0,291,462,105,-105,585,435,1047,455,1047,435,0,20
251.0,1,221,262,-105,105,375,645,615,675,637,645,-22,30
185.0,2,2,12,105,105,585,645,600,648,597,645,3,3
267.0,3,111,69,-105,-105,375,435,455,440,444,435,11,5
200.0,4,87,69,105,105,585,645,664,651,654,645,10,6
300.0,5,188,183,-105,105,375,645,539,653,558,645,-19,8
299.0,6,134,119,105,-105,585,435,686,443,704,435,-18,8
301.0,7,275,355,-105,-105,375,435,715,464,730,435,-15,29
216.0,8,78,33,-105,-105,375,435,407,435,408,435,-1,0
335.0,9,86,69,105,105,585,645,637,652,654,645,-17,7
201.0,10,73,33,-105,-105,375,435,406,439,408,435,-2,4
333.0,11,314,462,-105,-105,375,435,729,468,837,435,-108,33
266.0,12,84,69,105,105,585,645,657,652,654,645,3,7
216.0,13,45,33,105,105,585,645,608,647,618,645,-10,2
116.0,14,14,12,105,-105,585,435,600,438,597,435,3,3
301.0,15,239,262,-105,-105,375,435,626,463,637,435,-11,28
184.0,16,85,69,105,105,585,645,644,653,654,645,-10,8
298.0,17,272,355,-105,-105,375,435,687,449,730,435,-43,14
169.0,18,1,12,105,105,585,645,597,648,597,645,0,3
119.0,19,19,12,105,-105,585,435,601,436,597,435,4,1
198.0,20,20,12,-105,105,375,645,384,645,387,645,-3,0
251.0,21,267,355,-105,105,375,645,665,664,730,645,-65,19
182.0,22,22,12,-105,105,375,645,392,647,387,645,5,2
266.0,23,254,355,105,-105,585,435,886,452,940,435,-54,17
281.0,24,343,583,-105,105,375,645,871,660,958,645,-87,15
232.0,25,169,183,105,105,585,645,747,644,768,645,-21,-1
185.0,26,26,12,-105,105,375,645,387,645,387,645,0,0
234.0,27,133,119,105,-105,585,435,687,436,704,435,-17,1
134.0,28,32,12,-105,-105,375,435,392,434,387,435,5,-1
231.0,29,140,119,-105,105,375,645,490,644,494,645,-4,-1
199.0,30,219,262,105,-105,585,435,814,443,847,435,-33,8
267.0,31,222,262,-105,105,375,645,575,649,637,645,-62,4
201.0,32,179,183,105,-105,585,435,737,435,768,435,-31,0
233.0,33,227,262,-105,105,375,645,586,670,637,645,-51,25
99.0,34,34,12,-105,-105,375,435,383,435,387,435,-4,0
334.0,35,298,462,105,-105,585,435,926,454,1047,435,-121,19
99.0,36,30,12,-105,-105,375,435,387,438,387,435,0,3
199.0,37,21,12,-105,105,375,645,384,646,387,645,-3,1
200.0,38,96,69,105,-105,585,435,650,438,654,435,-4,3
166.0,39,126,119,105,105,585,645,675,645,704,645,-29,0
267.0,40,48,33,105,105,585,645,612,650,618,645,-6,5
168.0,41,41,33,105,105,585,645,618,647,618,645,0,2
250.0,42,42,33,105,105,585,645,622,647,618,645,4,2
217.0,43,108,69,-105,105,375,645,458,652,444,645,14,7
265.0,44,240,355,105,105,585,645,858,646,940,645,-82,1
219.0,45,257,355,105,-105,585,435,854,460,940,435,-86,25
216.0,46,288,462,105,105,585,645,939,669,1047,645,-108,24
252.0,47,65,33,-105,105,375,645,399,645,408,645,-9,0
232.0,48,359,583,-105,-105,375,435,820,444,958,435,-138,9
201.0,49,115,69,-105,-105,375,435,451,445,444,435,7,10
267.0,50,268,355,-105,105,375,645,673,658,730,645,-57,13
202.0,51,51,33,105,-105,585,435,619,432,618,435,1,-3
216.0,52,52,33,105,-105,585,435,606,434,618,435,-12,-1
165.0,53,16,12,105,-105,585,435,596,438,597,435,-1,3
252.0,54,46,33,105,105,585,645,625,645,618,645,7,0
