completion_time,trial,condition,distance,shift_x,shift_y,start_x,start_y,cursor_endpoint_x,cursor_endpoint_y,target_x,target_y,target_to_endpoint_x,target_to_endpoint_y
786.0,0,248,355,105,105,585,645,927,645,940,645,-13,0
599.0,1,20,12,-105,105,375,645,390,647,387,645,3,2
667.0,2,63,33,-105,105,375,645,418,645,408,645,10,0
500.0,3,3,12,105,105,585,645,598,646,597,645,1,1
615.0,4,4,12,105,105,585,645,602,645,597,645,5,0
651.0,5,215,262,105,-105,585,435,842,434,847,435,-5,-1
702.0,6,328,583,105,105,585,645,1062,647,1168,645,-106,2
716.0,7,235,262,-105,-105,375,435,657,438,637,435,20,3
517.0,8,34,12,-105,-105,375,435,389,434,387,435,2,-1
901.0,9,299,462,105,-105,585,435,1011,441,1047,435,-36,6
314.0,10,206,262,105,105,585,645,826,665,847,645,-21,20
483.0,11,109,69,-105,105,375,645,442,649,444,645,-2,4
903.0,12,266,355,-105,105,375,645,703,652,730,645,-27,7
784.0,13,209,262,105,105,585,645,821,650,847,645,-26,5
336.0,14,14,12,105,-105,585,435,593,436,597,435,-4,1
602.0,15,93,69,105,-105,585,435,676,436,654,435,22,1
530.0,16,16,12,105,-105,585,435,601,435,597,435,4,0
548.0,17,17,12,105,-105,585,435,602,436,597,435,5,1
768.0,18,104,69,-105,105,375,645,458,653,444,645,14,8
453.0,19,19,12,105,-105,585,435,599,436,597,435,2,1
350.0,20,18,12,105,-105,585,435,601,436,597,435,4,1
750.0,21,334,583,105,-105,585,435,1124,432,1168,435,-44,-3
1252.0,22,346,583,-105,105,375,645,1086,624,958,645,128,-21
735.0,23,139,119,105,-105,585,435,723,439,704,435,19,4
299.0,24,64,33,-105,105,375,645,421,645,408,645,13,0
716.0,25,259,355,105,-105,585,435,931,455,940,435,-9,20
717.0,26,110,69,-105,-105,375,435,435,436,444,435,-9,1
669.0,27,106,69,-105,105,375,645,438,647,444,645,-6,2
967.0,28,276,355,-105,-105,375,435,734,435,730,435,4,0
450.0,29,29,12,-105,105,375,645,385,646,387,645,-2,1
684.0,30,87,69,105,105,585,645,678,644,654,645,24,-1
985.0,31,226,262,-105,105,375,645,599,655,637,645,-38,10
702.0,32,94,69,105,-105,585,435,650,432,654,435,-4,-3
451.0,33,11,12,105,-105,585,435,602,434,597,435,5,-1
417.0,34,75,33,-105,-105,375,435,407,437,408,435,-1,2
734.0,35,288,462,105,105,585,645,917,649,1047,645,-130,4
817.0,36,251,355,105,-105,585,435,999,442,940,435,59,7
283.0,37,37,12,-105,-105,375,435,388,437,387,435,1,2
384.0,38,23,12,-105,105,375,645,382,643,387,645,-5,-2
516.0,39,76,33,-105,-105,375,435,404,434,408,435,-4,-1
768.0,40,80,69,105,105,585,645,664,648,654,645,10,3
718.0,41,185,183,-105,105,375,645,571,642,558,645,13,-3
799.0,42,304,462,-105,105,375,645,823,653,837,645,-14,8
684.0,43,197,183,-105,-105,375,435,549,451,558,435,-9,16
802.0,44,306,462,-105,105,375,645,819,651,837,645,-18,6
367.0,45,73,33,-105,-105,375,435,410,438,408,435,2,3
384.0,46,82,69,105,105,585,645,667,652,654,645,13,7
650.0,47,253,355,105,-105,585,435,932,446,940,435,-8,11
515.0,48,119,69,-105,-105,375,435,437,441,444,435,-7,6
1200.0,49,340,583,-105,105,375,645,867,665,958,645,-91,20
